Symbol,Name,Sector,industry,exchangemarket
TWI,"Titan International, Inc.",Basic Industries,Steel/Iron Ore,NYSE
TJX,"TJX Companies, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
TOL,Toll Brothers Inc.,Capital Goods,Homebuilding,NYSE
TR,"Tootsie Roll Industries, Inc.",Consumer Non-Durables,Specialty Foods,NYSE
BLD,TopBuild Corp.,Basic Industries,Engineering & Construction,NYSE
TMK,Torchmark Corporation,Finance,Life Insurance,NYSE
TMK^B,Torchmark Corporation,null,null,NYSE
TMK^C,Torchmark Corporation,null,null,NYSE
TTC,Toro Company (The),Capital Goods,Tools/Hardware,NYSE
TD,Toronto Dominion Bank (The),Finance,Commercial Banks,NYSE
NDP,"Tortoise Energy Independence Fund, Inc.",null,null,NYSE
TYG,Tortoise Energy Infrastructure Corporation,null,null,NYSE
NTG,"Tortoise MLP Fund, Inc.",null,null,NYSE
TTP,"Tortoise Pipeline & Energy Fund, Inc.",null,null,NYSE
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",null,null,NYSE
TSS,"Total System Services, Inc.",Miscellaneous,Business Services,NYSE
TOT,"TotalFinaElf, S.A.",Energy,Oil & Gas Production,NYSE
TOWR,"Tower International, Inc.",Capital Goods,Auto Parts:O.E.M.,NYSE
TSQ,"Townsquare Media, Inc.",Consumer Services,Broadcasting,NYSE
TM,Toyota Motor Corp Ltd Ord,Capital Goods,Auto Manufacturing,NYSE
TSLX,"TPG Specialty Lending, Inc.",null,null,NYSE
TAC,TransAlta Corporation,Public Utilities,Electric Utilities: Central,NYSE
TRP,TransCanada Corporation,Public Utilities,Natural Gas Distribution,NYSE
TCI,"Transcontinental Realty Investors, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
TDG,Transdigm Group Incorporated,Capital Goods,Military/Government/Technical,NYSE
TLP,Transmontaigne Partners L.P.,Energy,Natural Gas Distribution,NYSE
RIG,Transocean Ltd.,Energy,Oil & Gas Production,NYSE
RIGP,Transocean Partners LLC,Energy,Oil & Gas Production,NYSE
TGS,Transportadora De Gas Sa Ord B,Public Utilities,Natural Gas Distribution,NYSE
TRU,TransUnion,Finance,Finance: Consumer Services,NYSE
TVPT,Travelport Worldwide Limited,Consumer Services,Transportation Services,NYSE
TRR,"TRC Companies, Inc.",Consumer Services,Military/Government/Technical,NYSE
TREC,Trecora Resources,Energy,Integrated oil Companies,NYSE
TG,Tredegar Corporation,Capital Goods,Metal Fabrications,NYSE
THS,"Treehouse Foods, Inc.",Consumer Non-Durables,Packaged Foods,NYSE
TRMR,"Tremor Video, Inc.",Technology,Advertising,NYSE
TREX,"Trex Company, Inc.",Basic Industries,Forest Products,NYSE
TY,Tri Continental Corporation,null,null,NYSE
TY^,Tri Continental Corporation,null,null,NYSE
TPH,"TRI Pointe Group, Inc.",Capital Goods,Homebuilding,NYSE
TCAP,Triangle Capital Corporation,null,null,NYSE
TCCA,Triangle Capital Corporation,null,null,NYSE
TCCB,Triangle Capital Corporation,null,null,NYSE
TRCO,Tribune Media Company,Consumer Services,Broadcasting,NYSE
TSL,Trina Solar Limited,Technology,Semiconductors,NYSE
TNET,"TriNet Group, Inc.",Miscellaneous,Business Services,NYSE
TRN,"Trinity Industries, Inc.",Capital Goods,Railroads,NYSE
TSE,Trinseo S.A.,Basic Industries,Major Chemicals,NYSE
TPVG,TriplePoint Venture Growth BDC Corp.,null,null,NYSE
TPVZ,TriplePoint Venture Growth BDC Corp.,null,null,NYSE
GTS,Triple-S Management Corporation,Finance,Accident &Health Insurance,NYSE
TRTN,Triton International Limited,Technology,Diversified Commercial Services,NYSE
TGI,"Triumph Group, Inc.",Capital Goods,Aerospace,NYSE
TROX,Tronox Limited,Basic Industries,Major Chemicals,NYSE
TBI,"TrueBlue, Inc.",Technology,Professional Services,NYSE
TNP,Tsakos Energy Navigation Ltd,Transportation,Marine Transportation,NYSE
TNP^B,Tsakos Energy Navigation Ltd,null,null,NYSE
TNP^C,Tsakos Energy Navigation Ltd,null,null,NYSE
TNP^D,Tsakos Energy Navigation Ltd,null,null,NYSE
TUP,Tupperware Brands Corporation,Consumer Non-Durables,Plastic Products,NYSE
TKC,Turkcell Iletisim Hizmetleri AS,Public Utilities,Telecommunications Equipment,NYSE
TKF,"Turkish Investment Fund, Inc. (The)",null,null,NYSE
TPB,"Turning Point Brands, Inc.",Consumer Non-Durables,Tobacco,NYSE
TRQ,Turquoise Hill Resources Ltd.,Basic Industries,Precious Metals,NYSE
TPC,Tutor Perini Corporation,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,NYSE
TWLO,Twilio Inc.,Technology,Computer Software: Prepackaged Software,NYSE
TWTR,"Twitter, Inc.",Technology,"Computer Software: Programming, Data Processing",NYSE
TWO,Two Harbors Investments Corp,Consumer Services,Real Estate Investment Trusts,NYSE
TYC,Tyco International plc,Consumer Services,Other Consumer Services,NYSE
TYL,"Tyler Technologies, Inc.",Technology,Computer Software: Prepackaged Software,NYSE
TSN,"Tyson Foods, Inc.",Consumer Non-Durables,Meat/Poultry/Fish,NYSE
TSNU,"Tyson Foods, Inc.",Consumer Non-Durables,Meat/Poultry/Fish,NYSE
USB,U.S. Bancorp,Finance,Major Banks,NYSE
USB^A,U.S. Bancorp,Finance,Major Banks,NYSE
USB^H,U.S. Bancorp,null,null,NYSE
USB^M,U.S. Bancorp,null,null,NYSE
USB^N,U.S. Bancorp,null,null,NYSE
USB^O,U.S. Bancorp,null,null,NYSE
USPH,"U.S. Physical Therapy, Inc.",Health Care,Medical/Nursing Services,NYSE
SLCA,"U.S. Silica Holdings, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
UBS,UBS AG,Finance,Major Banks,NYSE
UCP,"UCP, Inc.",Capital Goods,Homebuilding,NYSE
UGI,UGI Corporation,Public Utilities,Natural Gas Distribution,NYSE
UGP,Ultrapar Participacoes S.A.,Public Utilities,Oil/Gas Transmission,NYSE
UMH,"UMH Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
UMH^A,"UMH Properties, Inc.",null,null,NYSE
UMH^B,"UMH Properties, Inc.",null,null,NYSE
UA,"Under Armour, Inc.",Consumer Non-Durables,Apparel,NYSE
UA.C,"Under Armour, Inc.",Consumer Non-Durables,Apparel,NYSE
UFI,"Unifi, Inc.",Consumer Non-Durables,Textiles,NYSE
UNF,Unifirst Corporation,Consumer Services,Other Consumer Services,NYSE
UN,Unilever NV,Basic Industries,Package Goods/Cosmetics,NYSE
UL,Unilever PLC,Basic Industries,Package Goods/Cosmetics,NYSE
UNP,Union Pacific Corporation,Transportation,Railroads,NYSE
UIS,Unisys Corporation,Technology,EDP Services,NYSE
UNT,Unit Corporation,Energy,Oil & Gas Production,NYSE
UAL,"United Continental Holdings, Inc.",Transportation,Air Freight/Delivery Services,NYSE
UDR,"United Dominion Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
UMC,United Microelectronics Corporation,Technology,Semiconductors,NYSE
UPS,"United Parcel Service, Inc.",Transportation,Trucking Freight/Courier Services,NYSE
URI,"United Rentals, Inc.",Technology,Diversified Commercial Services,NYSE
USM,United States Cellular Corporation,Public Utilities,Telecommunications Equipment,NYSE
UZA,United States Cellular Corporation,Public Utilities,Telecommunications Equipment,NYSE
UZB,United States Cellular Corporation,Public Utilities,Telecommunications Equipment,NYSE
UZC,United States Cellular Corporation,Public Utilities,Telecommunications Equipment,NYSE
X,United States Steel Corporation,Basic Industries,Steel/Iron Ore,NYSE
UTX,United Technologies Corporation,Capital Goods,Aerospace,NYSE
UNH,UnitedHealth Group Incorporated,Health Care,Medical Specialities,NYSE
UTL,UNITIL Corporation,Public Utilities,Power Generation,NYSE
UNVR,Univar Inc.,Consumer Durables,Specialty Chemicals,NYSE
UAM,Universal American Corp.,Health Care,Medical Specialities,NYSE
UVV,Universal Corporation,Consumer Services,Farming/Seeds/Milling,NYSE
UHT,Universal Health Realty Income Trust,Consumer Services,Real Estate Investment Trusts,NYSE
UHS,"Universal Health Services, Inc.",Health Care,Hospital/Nursing Management,NYSE
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Finance,Property-Casualty Insurers,NYSE
UTI,Universal Technical Institute Inc,Consumer Services,Other Consumer Services,NYSE
UNM,Unum Group,Finance,Accident &Health Insurance,NYSE
UE,Urban Edge Properties,Finance,Real Estate,NYSE
UBA,Urstadt Biddle Properties Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
UBP,Urstadt Biddle Properties Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
UBP^F,Urstadt Biddle Properties Inc.,null,null,NYSE
UBP^G,Urstadt Biddle Properties Inc.,null,null,NYSE
USFD,US Foods Holding Corp.,Consumer Non-Durables,Food Distributors,NYSE
USAC,"USA Compression Partners, LP",Public Utilities,Natural Gas Distribution,NYSE
USNA,"USANA Health Sciences, Inc.",Consumer Durables,Specialty Chemicals,NYSE
USDP,USD Partners LP,Transportation,Railroads,NYSE
USG,USG Corporation,Capital Goods,Building Materials,NYSE
BIF,"USLIFE Income Fund, Inc.",null,null,NYSE
VFC,V.F. Corporation,Consumer Non-Durables,Apparel,NYSE
EGY,Vaalco Energy Inc,Energy,Oil & Gas Production,NYSE
MTN,"Vail Resorts, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,NYSE
VALE,VALE S.A.,Basic Industries,Precious Metals,NYSE
VALE.P,VALE S.A.,null,null,NYSE
VRX,"Valeant Pharmaceuticals International, Inc.",Health Care,Major Pharmaceuticals,NYSE
VLO,Valero Energy Corporation,Energy,Integrated oil Companies,NYSE
VLP,Valero Energy Partners LP,Energy,Natural Gas Distribution,NYSE
VHI,"Valhi, Inc.",Basic Industries,Major Chemicals,NYSE
VR,"Validus Holdings, Ltd.",Finance,Property-Casualty Insurers,NYSE
VR^A,"Validus Holdings, Ltd.",null,null,NYSE
VLY,Valley National Bancorp,Finance,Major Banks,NYSE
VLY.WS,Valley National Bancorp,null,null,NYSE
VLY^A,Valley National Bancorp,Finance,Major Banks,NYSE
VMI,"Valmont Industries, Inc.",Capital Goods,Metal Fabrications,NYSE
VAL,Valspar Corporation (The),Basic Industries,Paints/Coatings,NYSE
VNTV,"Vantiv, Inc.",Miscellaneous,Business Services,NYSE
VAR,"Varian Medical Systems, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NYSE
VGR,Vector Group Ltd.,Consumer Non-Durables,Farming/Seeds/Milling,NYSE
VVC,Vectren Corporation,Public Utilities,Natural Gas Distribution,NYSE
VEC,"Vectrus, Inc.",Consumer Services,Diversified Commercial Services,NYSE
VEDL,Vedanta  Limited,Capital Goods,Metal Fabrications,NYSE
VEEV,Veeva Systems Inc.,Technology,Computer Software: Prepackaged Software,NYSE
VTRB,"Ventas Realty, Limited Partnership // Ventas Capital Corporati",Consumer Services,Real Estate Investment Trusts,NYSE
VTR,"Ventas, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
VER,VEREIT Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
VER^F,VEREIT Inc.,null,null,NYSE
PAY,"Verifone Systems, Inc.",Miscellaneous,Office Equipment/Supplies/Services,NYSE
VRTV,Veritiv Corporation,Consumer Services,Paper,NYSE
VZ,Verizon Communications Inc.,Public Utilities,Telecommunications Equipment,NYSE
VZA,Verizon Communications Inc.,Public Utilities,Telecommunications Equipment,NYSE
VET,Vermilion Energy Inc.,Energy,Oil & Gas Production,NYSE
VRS,Verso Corporation,Basic Industries,Paper,NYSE
VVI,Viad Corp,Miscellaneous,Business Services,NYSE
VCO,Vina Concha Y Toro,Consumer Non-Durables,Beverages (Production/Distribution),NYSE
VNCE,Vince Holding Corp.,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
VMEM,"Violin Memory, Inc.",Technology,Electronic Components,NYSE
VIPS,Vipshop Holdings Limited,Consumer Services,Catalog/Specialty Distribution,NYSE
VGI,Virtus Global Multi-Sector Income Fund,null,null,NYSE
DCA,Virtus Total Return Fund,null,null,NYSE
V,Visa Inc.,Miscellaneous,Business Services,NYSE
VSH,"Vishay Intertechnology, Inc.",Capital Goods,Electrical Products,NYSE
VPG,"Vishay Precision Group, Inc.",Capital Goods,Electrical Products,NYSE
VSTO,Vista Outdoor Inc.,Capital Goods,Ordnance And Accessories,NYSE
VC,Visteon Corporation,Capital Goods,Auto Parts:O.E.M.,NYSE
VSI,"Vitamin Shoppe, Inc",Consumer Non-Durables,Food Chains,NYSE
VSLR,"Vivint Solar, Inc.",Capital Goods,Building Products,NYSE
VMW,"Vmware, Inc.",Technology,Computer Software: Prepackaged Software,NYSE
VOC,VOC Energy Trust,Energy,Oil & Gas Production,NYSE
VCRA,"Vocera Communications, Inc.",Consumer Durables,Telecommunications Equipment,NYSE
VG,Vonage Holdings Corp.,Public Utilities,Telecommunications Equipment,NYSE
VNO,Vornado Realty Trust,Consumer Services,Real Estate Investment Trusts,NYSE
VNO^G,Vornado Realty Trust,null,null,NYSE
VNO^I,Vornado Realty Trust,null,null,NYSE
VNO^J.CL,Vornado Realty Trust,null,null,NYSE
VNO^K,Vornado Realty Trust,null,null,NYSE
VNO^L,Vornado Realty Trust,null,null,NYSE
VJET,voxeljet AG,Capital Goods,Industrial Machinery/Components,NYSE
IAE,Voya Asia Pacific High Dividend Equity Income Fund,null,null,NYSE
IHD,Voya Emerging Markets High Income Dividend Equity Fund,null,null,NYSE
VOYA,"Voya Financial, Inc.",Finance,Life Insurance,NYSE
IGA,Voya Global Advantage and Premium Opportunity Fund,null,null,NYSE
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,null,null,NYSE
IDE,"Voya Infrastructure, Industrials and Materials Fund",null,null,NYSE
IID,Voya International High Dividend Equity Income Fund,null,null,NYSE
IRR,Voya Natural Resources Equity Income Fund,null,null,NYSE
PPR,Voya Prime Rate Trust,null,null,NYSE
VTTI,VTTI Energy Partners LP,Energy,Oil Refining/Marketing,NYSE
VMC,Vulcan Materials Company,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
WTI,"W&T Offshore, Inc.",Energy,Oil & Gas Production,NYSE
WPC,W.P. Carey Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
WRB,W.R. Berkley Corporation,Finance,Property-Casualty Insurers,NYSE
WRB^B,W.R. Berkley Corporation,null,null,NYSE
WRB^C,W.R. Berkley Corporation,null,null,NYSE
WRB^D,W.R. Berkley Corporation,null,null,NYSE
GRA,W.R. Grace & Co.,Basic Industries,Major Chemicals,NYSE
GWW,"W.W. Grainger, Inc.",Consumer Services,Office Equipment/Supplies/Services,NYSE
WNC,Wabash National Corporation,Capital Goods,Constructionullg Equipment/Trucks,NYSE
WBC,Wabco Holdings Inc.,Capital Goods,Auto Manufacturing,NYSE
WDR,"Waddell & Reed Financial, Inc.",Finance,Investment Bankers/Brokers/Service,NYSE
WAGE,"WageWorks, Inc.",Miscellaneous,Business Services,NYSE
WD,"Walker & Dunlop, Inc.",Finance,Finance: Consumer Services,NYSE
WMT,"Wal-Mart Stores, Inc.",Consumer Services,Department/Specialty Retail Stores,NYSE
DIS,Walt Disney Company (The),Consumer Services,Television Services,NYSE
WAC,Walter Investment Management Corp.,Finance,Finance: Consumer Services,NYSE
WRE,Washington Real Estate Investment Trust,null,null,NYSE
WCN,"Waste Connections, Inc.",Public Utilities,Environmental Services,NYSE
WM,"Waste Management, Inc.",Public Utilities,Environmental Services,NYSE
WAT,Waters Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NYSE
WSO,"Watsco, Inc.",Consumer Durables,Industrial Machinery/Components,NYSE
WSO.B,"Watsco, Inc.",null,null,NYSE
WTS,"Watts Water Technologies, Inc.",Capital Goods,Metal Fabrications,NYSE
W,Wayfair Inc.,Consumer Services,Catalog/Specialty Distribution,NYSE
WCIC,"WCI Communities, Inc.",Capital Goods,Homebuilding,NYSE
WFT,Weatherford International plc,Energy,Metal Fabrications,NYSE
WBS,Webster Financial Corporation,null,null,NYSE
WBS^E,Webster Financial Corporation,null,null,NYSE
WEC,"WEC Energy Group, Inc.",Public Utilities,Power Generation,NYSE
WTW,Weight Watchers International Inc,Consumer Services,Other Consumer Services,NYSE
WRI,Weingarten Realty Investors,Consumer Services,Real Estate Investment Trusts,NYSE
WMK,"Weis Markets, Inc.",Consumer Services,Food Chains,NYSE
WCG,"WellCare Health Plans, Inc.",Health Care,Medical Specialities,NYSE
WFC,Wells Fargo & Company,Finance,Major Banks,NYSE
WFC.WS,Wells Fargo & Company,null,null,NYSE
WFC^J,Wells Fargo & Company,null,null,NYSE
WFC^L,Wells Fargo & Company,null,null,NYSE
WFC^N,Wells Fargo & Company,null,null,NYSE
WFC^O,Wells Fargo & Company,null,null,NYSE
WFC^P,Wells Fargo & Company,null,null,NYSE
WFC^Q,Wells Fargo & Company,null,null,NYSE
WFC^R,Wells Fargo & Company,null,null,NYSE
WFC^T,Wells Fargo & Company,null,null,NYSE
WFC^V,Wells Fargo & Company,null,null,NYSE
WFC^W,Wells Fargo & Company,null,null,NYSE
WFC^X,Wells Fargo & Company,null,null,NYSE
WFE^A,Wells Fargo & Company,null,null,NYSE
EOD,Wells Fargo Global Dividend Opportunity Fund,null,null,NYSE
HCN,Welltower Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
HCN^I,Welltower Inc.,null,null,NYSE
HCN^J,Welltower Inc.,null,null,NYSE
WAIR,"Wesco Aircraft Holdings, Inc.",Capital Goods,Wholesale Distributors,NYSE
WCC,"WESCO International, Inc.",Consumer Non-Durables,Telecommunications Equipment,NYSE
WST,"West Pharmaceutical Services, Inc.",Basic Industries,Specialty Chemicals,NYSE
WR,"Westar Energy, Inc.",Public Utilities,Power Generation,NYSE
WAL,Western Alliance Bancorporation,Finance,Major Banks,NYSE
WALA,Western Alliance Bancorporation,Finance,Major Banks,NYSE
WEA,Western Asset Bond Fund,null,null,NYSE
TLI,Western Asset Corporate Loan Fund Inc,null,null,NYSE
ESD,Western Asset Emerging Markets Debt Fund Inc,null,null,NYSE
EMD,"Western Asset Emerging Markets Income Fund, Inc",null,null,NYSE
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,null,null,NYSE
EHI,Western Asset Global High Income Fund Inc,null,null,NYSE
GDF,"Western Asset Global Partners Income Fund, Inc.",null,null,NYSE
HIX,Western Asset High Income Fund II Inc.,null,null,NYSE
HIO,"Western Asset High Income Opportunity Fund, Inc.",null,null,NYSE
HYI,Western Asset High Yield Defined Opportunity Fund Inc.,null,null,NYSE
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc.,null,null,NYSE
MHY,"Western Asset Managed High Income Fund, Inc.",null,null,NYSE
MMU,"Western Asset Managed Municipals Fund, Inc.",null,null,NYSE
WMC,Western Asset Mortgage Capital Corporation,Consumer Services,Real Estate Investment Trusts,NYSE
DMO,Western Asset Mortgage Defined Opportunity Fund Inc,null,null,NYSE
MTT,Western Asset Municipal Defined Opportunity Trust Inc,null,null,NYSE
MHF,"Western Asset Municipal High Income Fund, Inc.",null,null,NYSE
MNP,"Western Asset Municipal Partners Fund, Inc.",null,null,NYSE
GFY,Western Asset Variable Rate Strategic Fund Inc.,null,null,NYSE
SBW,Western Asset Worldwide Income Fund Inc.,null,null,NYSE
WIW,Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2,null,null,NYSE
WIA,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,null,null,NYSE
WGP,"Western Gas Equity Partners, LP",Public Utilities,Natural Gas Distribution,NYSE
WES,"Western Gas Partners, LP",Public Utilities,Natural Gas Distribution,NYSE
WNRL,"Western Refining Logistics, LP",Energy,Natural Gas Distribution,NYSE
WNR,"Western Refining, Inc.",Energy,Integrated oil Companies,NYSE
WU,Western Union Company (The),Miscellaneous,Business Services,NYSE
WAB,Westinghouse Air Brake Technologies Corporation,Capital Goods,Railroads,NYSE
WLK,Westlake Chemical Corporation,Basic Industries,Major Chemicals,NYSE
WLKP,Westlake Chemical Partners LP,Basic Industries,Major Chemicals,NYSE
WMLP,"Westmoreland Resource Partners, LP",Energy,Coal Mining,NYSE
WBK,Westpac Banking Corporation,Finance,Commercial Banks,NYSE
WRK,Westrock Company,Consumer Durables,Containers/Packaging,NYSE
WHG,Westwood Holdings Group Inc,Finance,Investment Managers,NYSE
WEX,WEX Inc.,Miscellaneous,Business Services,NYSE
WY,Weyerhaeuser Company,Consumer Services,Real Estate Investment Trusts,NYSE
WGL,WGL Holdings Inc,Public Utilities,Oil/Gas Transmission,NYSE
WHR,Whirlpool Corporation,Consumer Durables,Consumer Electronics/Appliances,NYSE
WTM,"White Mountains Insurance Group, Ltd.",Finance,Property-Casualty Insurers,NYSE
WSR,Whitestone REIT,Consumer Services,Real Estate Investment Trusts,NYSE
WWAV,Whitewave Foods Company (The),Consumer Non-Durables,Packaged Foods,NYSE
WLL,Whiting Petroleum Corporation,Energy,Oil & Gas Production,NYSE
