symbol,companyName,sector,industry,exchangeMarket
FORR,"Forrester Research, Inc.",Consumer Services,Diversified Commercial Services,NASDAQ
FTNT,"Fortinet, Inc.",Technology,Computer peripheral equipment,NASDAQ
FBIO,"Fortress Biotech, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
FWRD,Forward Air Corporation,Transportation,Oil Refining/Marketing,NASDAQ
FORD,"Forward Industries, Inc.",Consumer Non-Durables,Plastic Products,NASDAQ
FWP,Forward Pharma A/S,Health Care,Major Pharmaceuticals,NASDAQ
FOSL,"Fossil Group, Inc.",Consumer Non-Durables,Consumer Specialties,NASDAQ
FMI,"Foundation Medicine, Inc.",Health Care,Medical Specialities,NASDAQ
FOXF,Fox Factory Holding Corp.,Consumer Non-Durables,Motor Vehicles,NASDAQ
FRAN,Francesca&#39;s Holdings Corporation,Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
FELE,"Franklin Electric Co., Inc.",Consumer Durables,Metal Fabrications,NASDAQ
FRED,"Fred&#39;s, Inc.",Consumer Services,Department/Specialty Retail Stores,NASDAQ
RAIL,"Freightcar America, Inc.",Capital Goods,Railroads,NASDAQ
FEIM,"Frequency Electronics, Inc.",Capital Goods,Electrical Products,NASDAQ
FRPT,"Freshpet, Inc.",Consumer Non-Durables,Packaged Foods,NASDAQ
FTEO,"FRONTEO, Inc.",null,null,NASDAQ
FTR,Frontier Communications Corporation,Public Utilities,Telecommunications Equipment,NASDAQ
FTRPR,Frontier Communications Corporation,Public Utilities,Telecommunications Equipment,NASDAQ
FRPH,"FRP Holdings, Inc.",Finance,Real Estate,NASDAQ
FSBW,"FS Bancorp, Inc.",Finance,Banks,NASDAQ
FSBC,"FSB Bancorp, Inc.",Finance,Savings Institutions,NASDAQ
FTD,"FTD Companies, Inc.",Consumer Services,Other Consumer Services,NASDAQ
FTEK,"Fuel Tech, Inc.",Capital Goods,Pollution Control Equipment,NASDAQ
FCEL,"FuelCell Energy, Inc.",Miscellaneous,Industrial Machinery/Components,NASDAQ
FORK,Fuling Global Inc.,Consumer Non-Durables,Plastic Products,NASDAQ
FULL,Full Circle Capital Corporation,null,null,NASDAQ
FULLL,Full Circle Capital Corporation,null,null,NASDAQ
FLL,"Full House Resorts, Inc.",Consumer Services,Hotels/Resorts,NASDAQ
FULT,Fulton Financial Corporation,Finance,Major Banks,NASDAQ
FNCX,Function(x) Inc.,Technology,"Computer Software: Programming, Data Processing",NASDAQ
FSNN,"Fusion Telecommunications International, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
FFHL,"Fuwei Films (Holdings) Co., Ltd.",Capital Goods,Specialty Chemicals,NASDAQ
GK,"G&K Services, Inc.",Consumer Services,Other Consumer Services,NASDAQ
WILC,"G. Willi-Food International,  Ltd.",Consumer Non-Durables,Food Distributors,NASDAQ
GAIA,"Gaia, Inc.",Consumer Services,Movies/Entertainment,NASDAQ
GLPG,Galapagos NV,Health Care,Major Pharmaceuticals,NASDAQ
GALT,Galectin Therapeutics Inc.,Health Care,Major Pharmaceuticals,NASDAQ
GALTU,Galectin Therapeutics Inc.,Health Care,Major Pharmaceuticals,NASDAQ
GALTW,Galectin Therapeutics Inc.,Health Care,Major Pharmaceuticals,NASDAQ
GALE,"Galena Biopharma, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
GLMD,Galmed Pharmaceuticals Ltd.,Health Care,Major Pharmaceuticals,NASDAQ
GLPI,"Gaming and Leisure Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ
GPIC,Gaming Partners International Corporation,Consumer Non-Durables,Recreational Products/Toys,NASDAQ
GRMN,Garmin Ltd.,Capital Goods,Industrial Machinery/Components,NASDAQ
GARS,Garrison Capital Inc.,null,null,NASDAQ
GEMP,Gemphire Therapeutics Inc.,Health Care,Major Pharmaceuticals,NASDAQ
GENC,Gencor Industries Inc.,Capital Goods,Constructionullg Equipment/Trucks,NASDAQ
GNCMA,"General Communication, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ
GFN,General Finance Corporation,Consumer Services,Other Specialty Stores,NASDAQ
GFNCP,General Finance Corporation,Consumer Services,Other Specialty Stores,NASDAQ
GFNSL,General Finance Corporation,Consumer Services,Other Specialty Stores,NASDAQ
GENE,Genetic Technologies Ltd,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
GNMK,"GenMark Diagnostics, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
GNCA,"Genocea Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
GHDX,"Genomic Health, Inc.",Health Care,Medical Specialities,NASDAQ
GNTX,Gentex Corporation,Capital Goods,Auto Parts:O.E.M.,NASDAQ
THRM,Gentherm Inc,Capital Goods,Auto Parts:O.E.M.,NASDAQ
GNVC,"GenVec, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
GTWN,"Georgetown Bancorp, Inc.",Finance,Major Banks,NASDAQ
GEOS,Geospace Technologies Corporation,Capital Goods,Industrial Machinery/Components,NASDAQ
GABC,"German American Bancorp, Inc.",Finance,Major Banks,NASDAQ
GERN,Geron Corporation,Health Care,Major Pharmaceuticals,NASDAQ
GEVO,"Gevo, Inc.",Basic Industries,Major Chemicals,NASDAQ
ROCK,"Gibraltar Industries, Inc.",Capital Goods,Steel/Iron Ore,NASDAQ
GIGM,GigaMedia Limited,Technology,"Computer Software: Programming, Data Processing",NASDAQ
GIGA,Giga-tronics Incorporated,Capital Goods,Electrical Products,NASDAQ
GIII,"G-III Apparel Group, LTD.",Consumer Non-Durables,Apparel,NASDAQ
GILT,Gilat Satellite Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
GILD,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
GBCI,"Glacier Bancorp, Inc.",Finance,Major Banks,NASDAQ
GLAD,Gladstone Capital Corporation,null,null,NASDAQ
GLADO,Gladstone Capital Corporation,null,null,NASDAQ
GOOD,Gladstone Commercial Corporation,Consumer Services,Real Estate,NASDAQ
GOODM,Gladstone Commercial Corporation,Consumer Services,Real Estate,NASDAQ
GOODO,Gladstone Commercial Corporation,Consumer Services,Real Estate,NASDAQ
GOODP,Gladstone Commercial Corporation,Consumer Services,Real Estate,NASDAQ
GAIN,Gladstone Investment Corporation,null,null,NASDAQ
GAINN,Gladstone Investment Corporation,null,null,NASDAQ
GAINO,Gladstone Investment Corporation,null,null,NASDAQ
GAINP,Gladstone Investment Corporation,null,null,NASDAQ
LAND,Gladstone Land Corporation,Consumer Services,Real Estate Investment Trusts,NASDAQ
LANDP,Gladstone Land Corporation,Consumer Services,Real Estate Investment Trusts,NASDAQ
GLBZ,Glen Burnie Bancorp,Finance,Major Banks,NASDAQ
GBT,"GLOBAL BLOOD THERAPEUTICS, INC.",Health Care,Major Pharmaceuticals,NASDAQ
ENT,Global Eagle Entertainment Inc.,Consumer Services,Telecommunications Equipment,NASDAQ
GBLI,Global Indemnity plc,Finance,Property-Casualty Insurers,NASDAQ
GBLIZ,Global Indemnity plc,Finance,Property-Casualty Insurers,NASDAQ
GPAC,Global Partner Acquisition Corp.,Finance,Business Services,NASDAQ
GPACU,Global Partner Acquisition Corp.,Finance,Business Services,NASDAQ
GPACW,Global Partner Acquisition Corp.,Finance,Business Services,NASDAQ
SELF,"Global Self Storage, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ
GSOL,Global Sources Ltd.,Consumer Services,Advertising,NASDAQ
GWRS,"Global Water Resources, Inc.",Public Utilities,Water Supply,NASDAQ
KRMA,Global X Conscious Companies ETF,null,null,NASDAQ
ACTX,Global X Guru Activist ETF,null,null,NASDAQ
BFIT,Global X Health & Wellness Thematic ETF,null,null,NASDAQ
LNGR,Global X Longevity Thematic ETF,null,null,NASDAQ
MILN,Global X Millennials Thematic ETF,null,null,NASDAQ
QQQC,Global X NASDAQ China Technology ETF,null,null,NASDAQ
CATH,Global X S&P 500 Catholic Values ETF,null,null,NASDAQ
SOCL,Global X Social Media Index ETF,null,null,NASDAQ
ALTY,Global X SuperDividend Alternatives ETF,null,null,NASDAQ
SRET,Global X SuperDividend REIT ETF,null,null,NASDAQ
YLCO,Global X Yieldco Index ETF,null,null,NASDAQ
GLBS,Globus Maritime Limited,Transportation,Marine Transportation,NASDAQ
GLRI,Glori Energy Inc,Energy,Oil & Gas Production,NASDAQ
GLUU,Glu Mobile Inc.,Technology,EDP Services,NASDAQ
GLYC,"GlycoMimetics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
GOGO,Gogo Inc.,Consumer Services,Telecommunications Equipment,NASDAQ
GLNG,Golar LNG Limited,Consumer Services,Marine Transportation,NASDAQ
GMLP,Golar LNG Partners LP,Consumer Services,Marine Transportation,NASDAQ
GLDC,"Golden Enterprises, Inc.",Consumer Non-Durables,Packaged Foods,NASDAQ
GDEN,"Golden Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ
GOGL,Golden Ocean Group Limited,Consumer Services,Marine Transportation,NASDAQ
GBDC,"Golub Capital BDC, Inc.",null,null,NASDAQ
GTIM,Good Times Restaurants Inc.,Consumer Services,Restaurants,NASDAQ
GPRO,"GoPro, Inc.",Miscellaneous,Industrial Machinery/Components,NASDAQ
GMAN,"Gordmans Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
GRSH,"Gores Holdings, Inc.",Consumer Non-Durables,Packaged Foods,NASDAQ
GRSHU,"Gores Holdings, Inc.",Consumer Non-Durables,Packaged Foods,NASDAQ
GRSHW,"Gores Holdings, Inc.",Consumer Non-Durables,Packaged Foods,NASDAQ
GOV,Government Properties Income Trust,Finance,Real Estate,NASDAQ
GOVNI,Government Properties Income Trust,Finance,Real Estate,NASDAQ
GPIA,GP Investments Acquisition Corp.,Consumer Durables,Home Furnishings,NASDAQ
GPIAU,GP Investments Acquisition Corp.,Consumer Durables,Home Furnishings,NASDAQ
GPIAW,GP Investments Acquisition Corp.,Consumer Durables,Home Furnishings,NASDAQ
LOPE,"Grand Canyon Education, Inc.",Consumer Services,Other Consumer Services,NASDAQ
GRVY,"GRAVITY Co., Ltd.",Miscellaneous,Business Services,NASDAQ
GBSN,"Great Basin Scientific, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
GEC,"Great Elm Capital Group, Inc. ",Technology,Computer Software: Prepackaged Software,NASDAQ
GLDD,Great Lakes Dredge & Dock Corporation,Basic Industries,Military/Government/Technical,NASDAQ
GSBC,"Great Southern Bancorp, Inc.",Finance,Major Banks,NASDAQ
GNBC,"Green Bancorp, Inc.",Finance,Major Banks,NASDAQ
GRBK,"Green Brick Partners, Inc.",Capital Goods,Homebuilding,NASDAQ
GPP,Green Plains Partners LP,Basic Industries,Major Chemicals,NASDAQ
GPRE,"Green Plains, Inc.",Basic Industries,Major Chemicals,NASDAQ
GCBC,"Greene County Bancorp, Inc.",Finance,Banks,NASDAQ
GLRE,"Greenlight Reinsurance, Ltd.",Finance,Property-Casualty Insurers,NASDAQ
GRIF,"Griffin Industrial Realty, Inc.",Finance,Real Estate,NASDAQ
GRFS,"Grifols, S.A.",Health Care,Major Pharmaceuticals,NASDAQ
GRPN,"Groupon, Inc.",Technology,Advertising,NASDAQ
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,Transportation,Aerospace,NASDAQ
GGAL,Grupo Financiero Galicia S.A.,Finance,Commercial Banks,NASDAQ
GSIT,"GSI Technology, Inc.",Technology,Semiconductors,NASDAQ
GSVC,GSV Capital Corp,null,null,NASDAQ
GTXI,"GTx, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
GBNK,Guaranty Bancorp,Finance,Major Banks,NASDAQ
GFED,"Guaranty Federal Bancshares, Inc.",Finance,Major Banks,NASDAQ
GUID,"Guidance Software, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
GIFI,"Gulf Island Fabrication, Inc.",Capital Goods,Metal Fabrications,NASDAQ
GURE,"Gulf Resources, Inc.",Basic Industries,Major Chemicals,NASDAQ
GPOR,Gulfport Energy Corporation,Energy,Oil & Gas Production,NASDAQ
GWPH,GW Pharmaceuticals Plc,Health Care,Major Pharmaceuticals,NASDAQ
GWGH,"GWG Holdings, Inc",Finance,Life Insurance,NASDAQ
GYRO,"Gyrodyne , LLC",Consumer Services,Building operators,NASDAQ
HEES,"H&E Equipment Services, Inc.",null,null,NASDAQ
HLG,Hailiang Education Group Inc.,Consumer Services,Other Consumer Services,NASDAQ
HNRG,Hallador Energy Company,Energy,Coal Mining,NASDAQ
HALL,"Hallmark Financial Services, Inc.",Finance,Property-Casualty Insurers,NASDAQ
HALO,"Halozyme Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
HBK,"Hamilton Bancorp, Inc.",Finance,Savings Institutions,NASDAQ
HBHC,Hancock Holding Company,Finance,Major Banks,NASDAQ
HBHCL,Hancock Holding Company,Finance,Major Banks,NASDAQ
HNH,Handy & Harman Ltd.,Capital Goods,Industrial Specialties,NASDAQ
HAFC,Hanmi Financial Corporation,Finance,Major Banks,NASDAQ
HQCL,"Hanwha Q CELLS Co., Ltd. ",Technology,Semiconductors,NASDAQ
HONE,"HarborOne Bancorp, Inc.",Finance,Major Banks,NASDAQ
HDNG,Hardinge Inc.,Capital Goods,Industrial Machinery/Components,NASDAQ
HLIT,Harmonic Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
HRMN,Harmony Merger Corp.,Finance,Business Services,NASDAQ
HRMNU,Harmony Merger Corp.,Finance,Business Services,NASDAQ
HRMNW,Harmony Merger Corp.,Finance,Business Services,NASDAQ
TINY,"Harris & Harris Group, Inc.",Finance,Finance/Investors Services,NASDAQ
HBIO,"Harvard Bioscience, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
HCAP,Harvest Capital Credit Corporation,null,null,NASDAQ
HCAPL,Harvest Capital Credit Corporation,null,null,NASDAQ
HAS,"Hasbro, Inc.",Consumer Non-Durables,Recreational Products/Toys,NASDAQ
HA,"Hawaiian Holdings, Inc.",Transportation,Air Freight/Delivery Services,NASDAQ
HCOM,"Hawaiian Telcom Holdco, Inc.",Consumer Services,Telecommunications Equipment,NASDAQ
HWKN,"Hawkins, Inc.",Consumer Durables,Specialty Chemicals,NASDAQ
HWBK,"Hawthorn Bancshares, Inc.",Finance,Major Banks,NASDAQ
HAYN,"Haynes International, Inc.",Capital Goods,Steel/Iron Ore,NASDAQ
HDS,"HD Supply Holdings, Inc.",Consumer Services,Office Equipment/Supplies/Services,NASDAQ
HIIQ,"Health Insurance Innovations, Inc.",Finance,Specialty Insurers,NASDAQ
HCSG,"Healthcare Services Group, Inc.",Health Care,Hospital/Nursing Management,NASDAQ
HQY,"HealthEquity, Inc.",Miscellaneous,Business Services,NASDAQ
HSTM,"HealthStream, Inc.",Technology,"Computer Software: Programming, Data Processing",NASDAQ
HWAY,"Healthways, Inc.",Health Care,Hospital/Nursing Management,NASDAQ
HTLD,"Heartland Express, Inc.",Transportation,Trucking Freight/Courier Services,NASDAQ
HTLF,"Heartland Financial USA, Inc.",Finance,Major Banks,NASDAQ
HTBX,"Heat Biologics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
HSII,"Heidrick & Struggles International, Inc.",Technology,Diversified Commercial Services,NASDAQ
HELE,Helen of Troy Limited,Consumer Durables,Home Furnishings,NASDAQ
HMNY,Helios and Matheson Analytics Inc,Consumer Services,Other Consumer Services,NASDAQ
HMTV,"Hemisphere Media Group, Inc.",Consumer Services,Television Services,NASDAQ
HNNA,"Hennessy Advisors, Inc.",Finance,Investment Managers,NASDAQ
HCAC,Hennessy Capital Acquisition Corp. II,Finance,Business Services,NASDAQ
HCACU,Hennessy Capital Acquisition Corp. II,Finance,Business Services,NASDAQ
HCACW,Hennessy Capital Acquisition Corp. II,Finance,Business Services,NASDAQ
HSIC,"Henry Schein, Inc.",Health Care,Medical Specialities,NASDAQ
HTBK,Heritage Commerce Corp,Finance,Major Banks,NASDAQ
HFWA,Heritage Financial Corporation,Finance,Banks,NASDAQ
HEOP,Heritage Oaks Bancorp,Finance,Major Banks,NASDAQ
HCCI,"Heritage-Crystal Clean, Inc.",Basic Industries,Miscellaneous,NASDAQ
MLHR,"Herman Miller, Inc.",Consumer Durables,Office Equipment/Supplies/Services,NASDAQ
HRTX,"Heron Therapeutics, Inc.  ",Health Care,Major Pharmaceuticals,NASDAQ
HSKA,Heska Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
HIBB,"Hibbett Sports, Inc.",Consumer Services,Other Specialty Stores,NASDAQ
HPJ,Highpower International Inc,Miscellaneous,Industrial Machinery/Components,NASDAQ
HIHO,Highway Holdings Limited,Capital Goods,Metal Fabrications,NASDAQ
HIMX,"Himax Technologies, Inc.",Technology,Semiconductors,NASDAQ
HIFS,Hingham Institution for Savings,null,null,NASDAQ
HSGX,Histogenics Corporation,Health Care,Industrial Specialties,NASDAQ
HMNF,"HMN Financial, Inc.",Finance,Savings Institutions,NASDAQ
HMSY,HMS Holdings Corp,Miscellaneous,Business Services,NASDAQ
HOLI,"Hollysys Automation Technologies, Ltd.",Energy,Industrial Machinery/Components,NASDAQ
HOLX,"Hologic, Inc.",Health Care,Medical Electronics,NASDAQ
HBCP,"Home Bancorp, Inc.",Finance,Banks,NASDAQ
HOMB,"Home BancShares, Inc.",Finance,Major Banks,NASDAQ
HFBL,"Home Federal Bancorp, Inc. of Louisiana",Finance,Savings Institutions,NASDAQ
HMST,"HomeStreet, Inc.",Finance,Major Banks,NASDAQ
HTBI,"HomeTrust Bancshares, Inc.",Finance,Savings Institutions,NASDAQ
CETC,Hongli Clean Energy Technologies Corp.,Basic Industries,Steel/Iron Ore,NASDAQ
HOFT,Hooker Furniture Corporation,Consumer Durables,Home Furnishings,NASDAQ
HOPE,"Hope Bancorp, Inc.",Finance,Major Banks,NASDAQ
HFBC,"HopFed Bancorp, Inc.",Finance,Major Banks,NASDAQ
HBNC,Horizon Bancorp (IN),Finance,Major Banks,NASDAQ
HZNP,Horizon Pharma plc,Health Care,Major Pharmaceuticals,NASDAQ
HRZN,Horizon Technology Finance Corporation,null,null,NASDAQ
HDP,"Hortonworks, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
HPT,Hospitality Properties Trust,Consumer Services,Real Estate Investment Trusts,NASDAQ
HPTRP,Hospitality Properties Trust,Consumer Services,Real Estate Investment Trusts,NASDAQ
HMHC,Houghton Mifflin Harcourt Company,Consumer Services,Books,NASDAQ
HWCC,Houston Wire & Cable Company,Consumer Non-Durables,Telecommunications Equipment,NASDAQ
HOVNP,Hovnanian Enterprises Inc,Capital Goods,Homebuilding,NASDAQ
HBMD,"Howard Bancorp, Inc.",Finance,Major Banks,NASDAQ
HSNI,"HSN, Inc.",Consumer Services,Other Specialty Stores,NASDAQ
HTGM,"HTG Molecular Diagnostics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
HUBG,"Hub Group, Inc.",Transportation,Oil Refining/Marketing,NASDAQ
HSON,"Hudson Global, Inc.",Technology,Professional Services,NASDAQ
HDSN,"Hudson Technologies, Inc.",Consumer Durables,Industrial Specialties,NASDAQ
HBAN,Huntington Bancshares Incorporated,Finance,Major Banks,NASDAQ
HBANN,Huntington Bancshares Incorporated,Finance,Major Banks,NASDAQ
HBANO,Huntington Bancshares Incorporated,Finance,Major Banks,NASDAQ
HBANP,Huntington Bancshares Incorporated,Finance,Major Banks,NASDAQ
HURC,"Hurco Companies, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ
HURN,Huron Consulting Group Inc.,Consumer Services,Professional Services,NASDAQ
HTCH,Hutchinson Technology Incorporated,Capital Goods,Industrial Machinery/Components,NASDAQ
HCM,Hutchison China MediTech Limited,Health Care,Major Pharmaceuticals,NASDAQ
HBP,"Huttig Building Products, Inc.",Consumer Services,RETAIL: Building Materials,NASDAQ
HDRA,Hydra Industries Acquisition Corp.,Finance,Business Services,NASDAQ
HDRAR,Hydra Industries Acquisition Corp.,Finance,Business Services,NASDAQ
HDRAU,Hydra Industries Acquisition Corp.,Finance,Business Services,NASDAQ
HDRAW,Hydra Industries Acquisition Corp.,Finance,Business Services,NASDAQ
HYGS,Hydrogenics Corporation,Basic Industries,Major Chemicals,NASDAQ
IDSY,"I.D. Systems, Inc.",Consumer Durables,Telecommunications Equipment,NASDAQ
IAC,IAC/InterActiveCorp,Consumer Services,Other Specialty Stores,NASDAQ
IKGH,Iao Kun Group Holding Company Limited,Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ
IBKC,IBERIABANK Corporation,Finance,Major Banks,NASDAQ
IBKCO,IBERIABANK Corporation,Finance,Major Banks,NASDAQ
IBKCP,IBERIABANK Corporation,Finance,Major Banks,NASDAQ
ICAD,icad inc.,Health Care,Medical/Dental Instruments,NASDAQ
IEP,Icahn Enterprises L.P.,Energy,Integrated oil Companies,NASDAQ
ICFI,"ICF International, Inc.",Consumer Services,Professional Services,NASDAQ
ICLR,ICON plc,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
ICON,"Iconix Brand Group, Inc.",Consumer Non-Durables,Shoe Manufacturing,NASDAQ
ICUI,"ICU Medical, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
IPWR,Ideal Power Inc.,Energy,Industrial Machinery/Components,NASDAQ
INVE,"Identiv, Inc.",Technology,Computer peripheral equipment,NASDAQ
IDRA,"Idera Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
IDXX,"IDEXX Laboratories, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
DSKY,iDreamSky Technology Limited,Technology,Computer Software: Prepackaged Software,NASDAQ
IESC,"IES Holdings, Inc.",Capital Goods,Engineering & Construction,NASDAQ
IROQ,"IF Bancorp, Inc.",Finance,Savings Institutions,NASDAQ
IRG,"Ignite Restaurant Group, Inc.",Consumer Services,Restaurants,NASDAQ
RXDX,"Ignyta, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
INFO,IHS Markit Ltd.,Finance,Investment Bankers/Brokers/Service,NASDAQ
IIVI,II-VI Incorporated,Capital Goods,Electronic Components,NASDAQ
KANG,"iKang Healthcare Group, Inc.",Health Care,Medical/Nursing Services,NASDAQ
